dateTime,Extinction-880nm,Extinction-405nm,BC,PM,temperature,pressure,humidity,flow-temperature,voltage-880nm,voltage-405nm,current-405nm,status,sensorTime
2020-12-04 05:22:18.658427,-7.2,6.3,-0.92,1.01,21.4,971.6,1226,22.0,20.9,0.603332,95.1,96.4,"0.063340,28/10/00"
2020-12-04 05:22:28.545103,-6.4,5.9,-0.82,0.95,21.4,971.6,1589,21.9,20.3,0.603224,95.1,96.4,"0.063330,28/10/00"
2020-12-04 05:22:38.658527,-5.4,5.0,-0.69,0.81,21.4,971.6,1229,20.3,20.9,0.603353,95.1,96.4,"0.063342,28/10/00"
2020-12-04 05:22:48.558440,-5.5,3.0,-0.71,0.49,21.4,971.6,1590,21.9,20.9,0.603218,95.1,96.4,"0.063330,28/10/00"
2020-12-04 05:22:58.639547,-6.2,2.5,-0.80,0.40,21.4,971.5,1226,21.9,20.3,0.603353,95.1,96.4,"0.063342,28/10/00"
2020-12-04 05:23:08.529570,-6.7,3.3,-0.86,0.53,21.4,971.5,1593,21.9,20.9,0.603226,95.1,96.4,"0.063328,28/10/00"
2020-12-04 05:23:18.638557,-7.3,-2.3,-0.94,-0.37,21.4,971.7,1226,20.2,20.9,0.603365,95.1,96.4,"0.063346,28/10/00"
2020-12-04 05:23:28.540908,-8.1,-11.6,-1.04,-1.88,21.4,971.6,1589,20.3,20.9,0.603234,95.1,96.4,"0.063332,28/10/00"
2020-12-04 05:23:38.649817,-8.4,-3.9,-1.08,-0.63,21.4,971.7,1223,21.9,20.9,0.603361,95.1,96.4,"0.063344,28/10/00"
2020-12-04 05:23:48.548528,-7.9,-8.6,-1.01,-1.39,21.4,971.6,1589,20.2,20.9,0.603248,95.1,96.4,"0.063338,28/10/00"
2020-12-04 05:23:58.648820,-7.3,6.6,-0.94,1.06,21.4,971.6,1220,20.1,20.9,0.603387,95.1,96.4,"0.063349,28/10/00"
2020-12-04 05:24:08.543964,-7.4,20.4,-0.95,3.29,21.4,971.6,1590,20.0,20.9,0.603262,95.1,96.4,"0.063339,28/10/00"
2020-12-04 05:24:18.650599,-7.4,31.3,-0.96,5.05,21.4,971.6,1224,20.3,20.9,0.603367,95.1,96.4,"0.063343,28/10/00"
2020-12-04 05:24:28.545781,-7.0,38.7,-0.91,6.24,21.4,971.6,1592,21.9,20.9,0.603244,95.1,96.4,"0.063335,28/10/00"
2020-12-04 05:24:38.650586,-6.9,34.7,-0.89,5.60,21.4,971.6,1223,21.9,20.9,0.603382,95.1,96.4,"0.063349,28/10/00"
2020-12-04 05:24:48.545903,-7.1,24.7,-0.92,3.98,21.4,971.6,1592,22.1,20.9,0.603244,95.1,96.4,"0.063335,28/10/00"
2020-12-04 05:24:58.650861,-6.9,10.2,-0.89,1.64,21.4,971.5,1226,22.2,20.9,0.603360,95.1,96.4,"0.063350,28/10/00"
2020-12-04 05:25:08.540960,-6.2,6.7,-0.79,1.08,21.4,971.6,1592,22.1,20.9,0.603242,95.1,96.4,"0.063339,28/10/00"
2020-12-04 05:25:18.641089,-5.9,7.8,-0.76,1.25,21.4,971.5,1229,22.0,20.9,0.603380,95.1,96.4,"0.063350,28/10/00"
2020-12-04 05:25:28.538371,-6.5,8.7,-0.84,1.40,21.4,971.5,1590,22.0,20.9,0.603260,95.1,96.4,"0.063341,28/10/00"
2020-12-04 05:25:38.632639,-6.9,9.2,-0.89,1.48,21.4,971.6,1226,22.0,20.9,0.603379,95.1,96.4,"0.063351,28/10/00"
2020-12-04 05:25:48.528489,-6.3,10.0,-0.81,1.61,21.4,971.5,1589,22.0,20.9,0.603262,95.1,96.4,"0.063341,28/10/00"
2020-12-04 05:25:58.631638,-5.6,10.7,-0.72,1.73,21.4,971.6,1228,21.9,20.9,0.603394,95.1,96.4,"0.063352,28/10/00"
2020-12-04 05:26:08.528547,-5.7,10.8,-0.73,1.75,21.4,971.5,1589,22.1,20.9,0.603255,95.1,96.4,"0.063338,28/10/00"
2020-12-04 05:26:18.625854,-6.2,5.6,-0.79,0.90,21.4,971.5,1225,22.0,20.9,0.603396,95.1,96.4,"0.063354,28/10/00"
2020-12-04 05:26:28.523275,-6.1,-0.4,-0.79,-0.07,21.4,971.6,1590,21.9,20.9,0.603275,95.1,96.4,"0.063347,28/10/00"
2020-12-04 05:26:38.628463,-5.7,7.2,-0.73,1.16,21.4,971.6,1224,22.0,20.9,0.603396,95.1,96.4,"0.063352,28/10/00"
2020-12-04 05:26:48.518608,-5.9,20.5,-0.76,3.31,21.4,971.6,1591,22.2,20.9,0.603254,95.1,96.4,"0.063343,28/10/00"
2020-12-04 05:26:58.688418,-10.5,15.3,-1.35,2.46,21.4,971.6,1225,22.1,20.9,0.603409,95.1,96.4,"0.063361,28/10/00"
2020-12-04 05:27:08.522570,-7.5,21.5,-0.97,3.47,21.4,971.6,1589,21.9,20.9,0.603288,95.1,96.4,"0.063352,28/10/00"
2020-12-04 05:27:18.627664,-7.8,11.8,-1.00,1.90,21.4,971.5,1227,21.9,20.9,0.603417,95.1,96.4,"0.063360,28/10/00"
2020-12-04 05:27:28.528705,-8.5,10.0,-1.09,1.62,21.4,971.5,1591,22.0,20.9,0.603283,95.1,96.4,"0.063346,28/10/00"
2020-12-04 05:27:38.621941,-8.7,8.6,-1.12,1.38,21.4,971.6,1223,22.2,20.9,0.603407,95.1,96.4,"0.063357,28/10/00"
2020-12-04 05:27:48.528659,-8.1,9.4,-1.04,1.52,21.4,971.6,1590,22.2,20.9,0.603276,95.1,96.4,"0.063343,28/10/00"
2020-12-04 05:27:58.678481,-8.2,1.9,-1.06,0.31,21.4,971.5,1225,22.1,20.9,0.603421,95.1,96.4,"0.063360,28/10/00"
2020-12-04 05:28:08.568430,-9.2,-10.4,-1.19,-1.67,21.4,971.5,1590,22.1,20.9,0.603294,95.1,96.4,"0.063347,28/10/00"
2020-12-04 05:28:18.665816,-9.5,8.2,-1.22,1.32,21.4,971.5,1226,22.2,20.9,0.603421,95.1,96.4,"0.063358,28/10/00"
2020-12-04 05:28:28.508534,-9.4,7.5,-1.21,1.21,21.3,971.5,1592,22.2,20.9,0.603283,95.1,96.4,"0.063345,28/10/00"
2020-12-04 05:28:38.668944,-10.2,-7.9,-1.31,-1.27,21.4,971.5,1228,22.1,20.9,0.603425,95.1,96.4,"0.063362,28/10/00"
2020-12-04 05:28:48.528551,-11.0,-7.8,-1.42,-1.26,21.3,971.5,1589,22.0,20.9,0.603307,95.1,96.4,"0.063349,28/10/00"
2020-12-04 05:28:58.638329,-11.0,1.8,-1.41,0.29,21.4,971.5,1226,22.0,20.9,0.603433,95.1,96.4,"0.063362,28/10/00"
2020-12-04 05:29:08.528473,-10.4,2.1,-1.33,0.34,21.3,971.5,1590,21.9,20.8,0.603311,95.1,96.4,"0.063351,28/10/00"
2020-12-04 05:29:18.624236,-9.5,1.0,-1.22,0.17,21.4,971.6,1224,21.9,20.9,0.603435,95.1,96.4,"0.063359,28/10/00"
2020-12-04 05:29:28.528447,-9.2,14.6,-1.19,2.36,21.3,971.6,1590,22.1,20.9,0.603297,95.1,96.4,"0.063349,28/10/00"
2020-12-04 05:29:38.625066,-10.0,4.2,-1.29,0.68,21.4,971.6,1224,22.1,20.9,0.603434,95.1,96.4,"0.063362,28/10/00"
2020-12-04 05:29:48.528355,-10.2,1.1,-1.31,0.17,21.3,971.6,1592,22.0,20.9,0.603323,95.1,96.4,"0.063352,28/10/00"
2020-12-04 05:29:58.621294,-8.9,1.5,-1.15,0.25,21.4,971.5,1223,21.9,20.9,0.603455,95.1,96.4,"0.063364,28/10/00"
2020-12-04 05:30:08.518485,-8.1,3.8,-1.05,0.61,21.3,971.6,1589,22.0,20.9,0.603323,95.1,96.4,"0.063354,28/10/00"
2020-12-04 05:30:18.668361,-8.4,3.8,-1.09,0.61,21.4,971.6,1224,22.0,20.9,0.603451,95.1,96.4,"0.063365,28/10/00"
2020-12-04 05:30:28.508368,-8.6,2.6,-1.11,0.43,21.3,971.6,1591,22.1,20.8,0.603316,95.1,96.4,"0.063351,28/10/00"
2020-12-04 05:30:38.658554,-8.5,6.0,-1.10,0.96,21.4,971.6,1222,22.3,20.9,0.603435,95.1,96.4,"0.063366,28/10/00"
2020-12-04 05:30:48.548512,-8.0,1.1,-1.03,0.18,21.3,971.5,1591,22.2,20.8,0.603327,95.1,96.4,"0.063354,28/10/00"
2020-12-04 05:30:58.649341,-7.0,1.8,-0.91,0.29,21.4,971.6,1221,22.1,20.9,0.603456,95.1,96.4,"0.063367,28/10/00"
2020-12-04 05:31:08.558498,-6.3,2.9,-0.81,0.47,21.3,971.6,1590,22.0,20.8,0.603339,95.1,96.4,"0.063354,28/10/00"
2020-12-04 05:31:18.642110,-6.1,2.5,-0.78,0.40,21.4,971.5,1221,22.0,20.8,0.603471,95.1,96.4,"0.063368,28/10/00"
2020-12-04 05:31:28.532213,-6.1,2.2,-0.79,0.36,21.3,971.5,1591,22.0,20.8,0.603342,95.1,96.4,"0.063358,28/10/00"
2020-12-04 05:31:38.636092,-5.6,5.4,-0.72,0.87,21.4,971.6,1222,22.1,20.8,0.603466,95.1,96.4,"0.063365,28/10/00"
2020-12-04 05:31:48.528724,-5.3,14.7,-0.68,2.37,21.3,971.6,1588,22.1,20.8,0.603331,95.1,96.4,"0.063352,28/10/00"
2020-12-04 05:31:58.638608,-5.9,8.1,-0.75,1.30,21.3,971.4,1227,22.1,20.8,0.603464,95.1,96.4,"0.063367,28/10/00"
2020-12-04 05:32:08.528541,-6.3,7.1,-0.81,1.15,21.3,971.5,1590,22.2,20.8,0.603339,95.1,96.4,"0.063358,28/10/00"
2020-12-04 05:32:18.648596,-6.4,12.0,-0.83,1.94,21.3,971.4,1229,22.2,20.8,0.603467,95.1,96.4,"0.063367,28/10/00"
2020-12-04 05:32:28.519247,-6.2,12.6,-0.80,2.03,21.3,971.4,1592,22.2,20.8,0.603346,95.1,96.4,"0.063358,28/10/00"
2020-12-04 05:32:38.638330,-5.5,7.8,-0.71,1.26,21.3,971.5,1225,22.2,20.9,0.603470,95.1,96.4,"0.063371,28/10/00"
2020-12-04 05:32:48.516076,-5.3,15.4,-0.68,2.49,21.3,971.5,1590,22.3,20.8,0.603344,95.1,96.4,"0.063356,28/10/00"
2020-12-04 05:32:58.618601,-4.9,5.8,-0.64,0.93,21.3,971.5,1224,22.3,20.9,0.603432,95.1,96.4,"0.063365,28/10/00"
2020-12-04 05:33:08.508319,6.0,3.7,0.77,0.60,21.3,971.5,1593,22.3,20.8,0.603339,95.1,96.4,"0.063356,28/10/00"
2020-12-04 05:33:18.651185,-2.0,5.3,-0.26,0.86,21.3,971.5,1225,22.1,20.8,0.603481,95.1,96.4,"0.063368,28/10/00"
2020-12-04 05:33:28.538528,5.5,5.9,0.71,0.95,21.3,971.5,1590,22.2,20.8,0.603341,95.1,96.4,"0.063354,28/10/00"
2020-12-04 05:33:38.636865,-3.1,6.0,-0.40,0.96,21.3,971.5,1222,22.2,20.8,0.603466,95.1,96.4,"0.063369,28/10/00"
2020-12-04 05:33:48.538477,-3.5,-2.1,-0.45,-0.34,21.3,971.5,1590,22.2,20.8,0.603339,95.1,96.4,"0.063357,28/10/00"
2020-12-04 05:33:58.638404,-4.3,6.9,-0.56,1.11,21.3,971.4,1223,22.1,20.8,0.603489,95.1,96.4,"0.063367,28/10/00"
2020-12-04 05:34:08.548376,-5.3,8.4,-0.68,1.36,21.3,971.5,1591,22.1,20.8,0.603355,95.1,96.4,"0.063357,28/10/00"
2020-12-04 05:34:18.638507,-5.7,10.0,-0.74,1.61,21.3,971.4,1225,22.1,20.8,0.603484,95.1,96.4,"0.063368,28/10/00"
2020-12-04 05:34:28.523313,-5.5,10.7,-0.71,1.72,21.3,971.5,1590,22.1,20.8,0.603362,95.1,96.4,"0.063358,28/10/00"
2020-12-04 05:34:38.624829,-5.2,9.9,-0.67,1.60,21.3,971.5,1228,22.2,20.8,0.603486,95.1,96.4,"0.063370,28/10/00"
2020-12-04 05:34:48.515049,-5.3,8.7,-0.69,1.41,21.3,971.5,1588,22.3,20.8,0.603344,95.1,96.4,"0.063358,28/10/00"
2020-12-04 05:34:58.618463,-5.3,9.6,-0.68,1.55,21.3,971.5,1224,22.5,20.8,0.603461,95.1,96.4,"0.063367,28/10/00"
2020-12-04 05:35:08.518364,-4.9,11.2,-0.63,1.81,21.3,971.5,1590,22.6,20.8,0.603335,95.1,96.4,"0.063357,28/10/00"
2020-12-04 05:35:18.668353,-5.3,11.0,-0.69,1.78,21.3,971.5,1223,22.4,20.8,0.603494,95.1,96.4,"0.063367,28/10/00"
2020-12-04 05:35:28.518375,-13.9,9.3,-1.79,1.50,21.3,971.5,1589,22.4,20.8,0.603347,95.1,96.4,"0.063351,28/10/00"
2020-12-04 05:35:38.667199,-17.9,1.0,-2.31,0.16,21.3,971.5,1226,22.3,20.8,0.603499,95.1,96.4,"0.063375,28/10/00"
2020-12-04 05:35:48.518655,-8.9,-19.8,-1.14,-3.19,21.3,971.5,1588,22.2,20.8,0.603369,95.1,96.4,"0.063361,28/10/00"
2020-12-04 05:35:58.638362,-9.7,-28.3,-1.25,-4.56,21.3,971.5,1226,22.2,20.8,0.603498,95.1,96.4,"0.063373,28/10/00"
2020-12-04 05:36:08.538570,-11.0,-22.9,-1.41,-3.69,21.3,971.5,1589,22.1,20.8,0.603391,95.1,96.4,"0.063366,28/10/00"
2020-12-04 05:36:18.648348,-4.6,-4.3,-0.59,-0.70,21.3,971.4,1227,22.1,20.8,0.603510,95.1,96.4,"0.063377,28/10/00"
2020-12-04 05:36:28.548627,-10.1,4.8,-1.30,0.78,21.3,971.4,1589,22.1,20.8,0.603382,95.1,96.4,"0.063364,28/10/00"
2020-12-04 05:36:38.648529,-9.4,6.1,-1.21,0.98,21.3,971.6,1225,22.3,20.8,0.603497,95.1,96.4,"0.063375,28/10/00"
2020-12-04 05:36:48.538390,-9.1,7.1,-1.17,1.14,21.3,971.5,1589,22.3,20.8,0.603380,95.1,96.4,"0.063362,28/10/00"
2020-12-04 05:36:58.629410,-8.5,6.2,-1.09,1.01,21.3,971.5,1224,22.3,20.8,0.603510,95.1,96.4,"0.063376,28/10/00"
2020-12-04 05:37:08.518452,-7.9,4.4,-1.01,0.71,21.3,971.5,1590,22.3,20.8,0.603380,95.1,96.4,"0.063362,28/10/00"
2020-12-04 05:37:18.619697,-7.7,2.9,-0.99,0.46,21.3,971.5,1220,22.3,20.8,0.603508,95.1,96.4,"0.063376,28/10/00"
2020-12-04 05:37:28.508556,-7.7,2.4,-0.99,0.38,21.3,971.5,1588,22.3,20.8,0.603386,95.1,96.4,"0.063367,28/10/00"
2020-12-04 05:37:38.658668,-8.3,2.0,-1.06,0.32,21.3,971.5,1222,22.1,20.8,0.603543,95.1,96.4,"0.063381,28/10/00"
2020-12-04 05:37:48.500013,-9.1,2.4,-1.17,0.39,21.3,971.5,1589,22.1,20.8,0.603408,95.1,96.4,"0.063372,28/10/00"
2020-12-04 05:37:58.658360,-9.6,2.1,-1.23,0.34,21.3,971.4,1225,22.0,20.8,0.603553,95.1,96.4,"0.063386,28/10/00"
2020-12-04 05:38:08.548461,-10.2,0.8,-1.32,0.13,21.3,971.5,1590,22.0,20.8,0.603420,95.1,96.4,"0.063374,28/10/00"
2020-12-04 05:38:18.658367,-10.2,9.0,-1.31,1.45,21.3,971.4,1228,22.0,20.8,0.603549,95.1,96.4,"0.063380,28/10/00"
2020-12-04 05:38:28.548494,-9.1,14.3,-1.17,2.30,21.3,971.4,1588,22.2,20.8,0.603412,95.1,96.4,"0.063366,28/10/00"
2020-12-04 05:38:38.648866,-8.1,4.7,-1.05,0.77,21.3,971.4,1227,22.3,20.8,0.603536,95.1,96.4,"0.063379,28/10/00"
2020-12-04 05:38:48.548483,-7.3,8.1,-0.93,1.30,21.3,971.4,1590,22.2,20.8,0.603418,95.1,96.4,"0.063369,28/10/00"
2020-12-04 05:38:58.648442,-6.8,9.6,-0.87,1.55,21.3,971.4,1233,22.1,20.8,0.603545,95.1,96.4,"0.063381,28/10/00"
2020-12-04 05:39:08.529838,-7.2,8.6,-0.92,1.39,21.3,971.4,1587,22.1,20.8,0.603419,95.1,96.4,"0.063369,28/10/00"
2020-12-04 05:39:18.631307,-8.1,6.8,-1.04,1.10,21.3,971.5,1226,22.1,20.8,0.603558,95.1,96.4,"0.063382,28/10/00"
2020-12-04 05:39:28.538333,-8.6,5.7,-1.10,0.92,21.3,971.4,1588,22.0,20.8,0.603441,95.1,96.4,"0.063367,28/10/00"
2020-12-04 05:39:38.638450,-8.4,-3.4,-1.08,-0.56,21.3,971.4,1230,21.9,20.8,0.603564,95.1,96.4,"0.063380,28/10/00"
2020-12-04 05:39:48.521646,-8.7,3.9,-1.13,0.64,21.3,971.4,1590,22.0,20.8,0.603430,95.1,96.4,"0.063368,28/10/00"
2020-12-04 05:39:58.619252,-9.2,4.6,-1.19,0.75,21.3,971.4,1228,22.1,20.8,0.603554,95.1,96.4,"0.063379,28/10/00"
2020-12-04 05:40:08.508557,-9.1,4.0,-1.17,0.65,21.3,971.4,1589,22.1,20.8,0.603426,95.1,96.4,"0.063371,28/10/00"
2020-12-04 05:40:18.668561,-8.8,14.1,-1.13,2.27,21.3,971.5,1226,22.3,20.8,0.603551,95.1,96.4,"0.063382,28/10/00"
2020-12-04 05:40:28.512806,-8.9,8.2,-1.14,1.33,21.3,971.4,1588,22.3,20.8,0.603421,95.1,96.4,"0.063366,28/10/00"
2020-12-04 05:40:38.668362,-8.5,6.0,-1.10,0.96,21.3,971.5,1224,22.3,20.8,0.603545,95.1,96.4,"0.063384,28/10/00"
2020-12-04 05:40:48.551200,-7.3,-4.7,-0.94,-0.76,21.3,971.5,1590,22.3,20.8,0.603430,95.1,96.4,"0.063374,28/10/00"
2020-12-04 05:40:58.668378,-6.0,-2.9,-0.77,-0.47,21.3,971.4,1224,22.4,20.8,0.603546,95.1,96.4,"0.063379,28/10/00"
2020-12-04 05:41:08.499332,-5.1,7.8,-0.66,1.25,21.3,971.5,1590,22.5,20.8,0.603419,95.1,96.4,"0.063366,28/10/00"
2020-12-04 05:41:18.658331,-4.9,6.7,-0.63,1.08,21.3,971.5,1228,22.5,20.8,0.603546,95.1,96.4,"0.063382,28/10/00"
2020-12-04 05:41:28.548412,-4.8,14.1,-0.61,2.28,21.3,971.5,1590,22.5,20.8,0.603420,95.1,96.4,"0.063370,28/10/00"
2020-12-04 05:41:38.641834,-4.6,3.9,-0.59,0.62,21.3,971.4,1228,22.5,20.8,0.603553,95.1,96.4,"0.063382,28/10/00"
2020-12-04 05:41:48.538523,-4.8,4.7,-0.62,0.75,21.3,971.5,1591,22.5,20.8,0.603434,95.1,96.4,"0.063373,28/10/00"
2020-12-04 05:41:58.638674,-5.0,4.8,-0.64,0.78,21.3,971.5,1228,22.5,20.8,0.603560,95.1,96.4,"0.063384,28/10/00"
2020-12-04 05:42:08.528543,-4.8,13.7,-0.61,2.21,21.3,971.4,1591,22.3,20.8,0.603445,95.1,96.4,"0.063376,28/10/00"
2020-12-04 05:42:18.638630,-4.4,20.5,-0.56,3.30,21.3,971.3,1234,22.2,20.8,0.603580,95.1,96.4,"0.063386,28/10/00"
2020-12-04 05:42:28.528546,-4.3,24.4,-0.56,3.94,21.3,971.5,1589,22.1,20.8,0.603458,95.1,96.4,"0.063377,28/10/00"
2020-12-04 05:42:38.638344,-4.5,28.0,-0.58,4.51,21.3,971.6,1226,22.1,20.8,0.603581,95.1,96.4,"0.063385,28/10/00"
2020-12-04 05:42:48.528558,-4.5,13.6,-0.58,2.19,21.3,971.5,1589,22.2,20.8,0.603452,95.1,96.4,"0.063372,28/10/00"
2020-12-04 05:42:58.638345,-4.0,13.4,-0.51,2.16,21.3,971.4,1229,22.5,20.8,0.603558,95.1,96.4,"0.063384,28/10/00"
2020-12-04 05:43:08.528640,-3.1,12.9,-0.40,2.08,21.3,971.4,1589,22.4,20.8,0.603449,95.1,96.4,"0.063375,28/10/00"
2020-12-04 05:43:18.638348,-2.5,12.7,-0.32,2.05,21.3,971.3,1230,22.5,20.8,0.603575,95.1,96.4,"0.063387,28/10/00"
2020-12-04 05:43:28.528555,-2.5,12.8,-0.32,2.07,21.3,971.4,1592,22.5,20.8,0.603449,95.1,96.4,"0.063374,28/10/00"
2020-12-04 05:43:38.638353,-2.4,14.7,-0.31,2.37,21.3,971.4,1230,22.5,20.8,0.603569,95.1,96.4,"0.063383,28/10/00"
2020-12-04 05:43:48.529126,-2.4,17.4,-0.31,2.80,21.3,971.4,1591,22.6,20.8,0.603444,95.1,96.4,"0.063375,28/10/00"
2020-12-04 05:43:58.638345,-3.2,16.5,-0.42,2.66,21.3,971.5,1226,22.4,20.8,0.603591,95.1,96.4,"0.063391,28/10/00"
2020-12-04 05:44:08.528355,-4.1,7.8,-0.53,1.25,21.3,971.4,1589,22.3,20.8,0.603469,95.1,96.4,"0.063376,28/10/00"
2020-12-04 05:44:18.631480,-3.9,13.0,-0.50,2.10,21.3,971.5,1224,22.5,20.8,0.603583,95.1,96.4,"0.063383,28/10/00"
2020-12-04 05:44:28.528358,-3.1,11.8,-0.40,1.90,21.3,971.5,1592,22.4,20.8,0.603464,95.1,96.4,"0.063377,28/10/00"
2020-12-04 05:44:38.632998,-3.3,15.8,-0.42,2.54,21.3,971.4,1227,22.1,20.8,0.603620,95.1,96.4,"0.063391,28/10/00"
2020-12-04 05:44:48.528548,-6.6,18.5,-0.85,2.98,21.3,971.5,1592,22.0,20.8,0.603496,95.1,96.4,"0.063378,28/10/00"
2020-12-04 05:44:58.638458,-4.2,17.3,-0.54,2.79,21.3,971.4,1225,22.0,20.8,0.603613,95.1,96.4,"0.063389,28/10/00"
2020-12-04 05:45:08.529702,-4.2,15.3,-0.54,2.46,21.3,971.5,1593,22.3,20.8,0.603477,95.1,96.4,"0.063375,28/10/00"
2020-12-04 05:45:18.638347,-4.3,14.0,-0.55,2.26,21.3,971.5,1229,22.5,20.8,0.603588,95.1,96.4,"0.063385,28/10/00"
2020-12-04 05:45:28.538416,-3.7,13.6,-0.48,2.19,21.3,971.4,1591,22.5,20.8,0.603469,95.1,96.4,"0.063375,28/10/00"
2020-12-04 05:45:38.638496,-3.3,13.2,-0.43,2.13,21.3,971.5,1228,22.5,20.8,0.603592,95.1,96.4,"0.063385,28/10/00"
2020-12-04 05:45:48.530272,-3.1,23.3,-0.40,3.75,21.3,971.4,1591,22.5,20.8,0.603483,95.1,96.4,"0.063382,28/10/00"
2020-12-04 05:45:58.643096,-2.9,38.1,-0.37,6.15,21.3,971.5,1222,22.3,20.8,0.603606,95.1,96.4,"0.063387,28/10/00"
2020-12-04 05:46:08.530565,-3.5,44.3,-0.45,7.14,21.3,971.5,1587,22.3,20.8,0.603484,95.1,96.4,"0.063375,28/10/00"
2020-12-04 05:46:18.648417,-4.4,37.5,-0.57,6.05,21.3,971.5,1225,22.2,20.8,0.603630,95.1,96.4,"0.063390,28/10/00"
2020-12-04 05:46:28.538320,-5.0,25.9,-0.65,4.17,21.3,971.5,1593,22.1,20.8,0.603502,95.1,96.4,"0.063379,28/10/00"
2020-12-04 05:46:38.638687,-5.4,17.1,-0.69,2.75,21.3,971.5,1226,22.1,20.8,0.603636,95.1,96.4,"0.063392,28/10/00"
2020-12-04 05:46:48.531127,-6.0,15.7,-0.77,2.53,21.3,971.5,1593,22.2,20.8,0.603492,95.1,96.4,"0.063379,28/10/00"
2020-12-04 05:46:58.642487,-6.2,15.0,-0.79,2.42,21.3,971.4,1225,22.3,20.8,0.603614,95.1,96.4,"0.063389,28/10/00"
2020-12-04 05:47:08.548464,-5.3,17.5,-0.68,2.82,21.3,971.5,1588,22.3,20.8,0.603502,95.1,96.4,"0.063380,28/10/00"
2020-12-04 05:47:18.648432,-5.2,18.8,-0.67,3.03,21.3,971.5,1226,22.2,20.8,0.603640,95.1,96.4,"0.063392,28/10/00"
2020-12-04 05:47:28.538615,-6.2,13.3,-0.80,2.15,21.3,971.4,1588,22.2,20.8,0.603507,95.1,96.4,"0.063378,28/10/00"
2020-12-04 05:47:38.642028,-6.2,7.7,-0.79,1.24,21.3,971.4,1226,22.3,20.8,0.603624,95.1,96.4,"0.063394,28/10/00"
2020-12-04 05:47:48.528612,-5.0,-2.1,-0.64,-0.34,21.3,971.4,1592,22.3,20.8,0.603504,95.1,96.4,"0.063380,28/10/00"
2020-12-04 05:47:58.633813,-4.7,13.2,-0.60,2.13,21.3,971.4,1230,22.5,20.8,0.603629,95.1,96.4,"0.063392,28/10/00"
2020-12-04 05:48:08.528526,-5.1,14.2,-0.65,2.29,21.3,971.4,1593,22.5,20.8,0.603494,95.1,96.4,"0.063385,28/10/00"
2020-12-04 05:48:18.638667,-5.5,14.1,-0.70,2.27,21.3,971.4,1228,22.4,20.8,0.603628,95.1,96.4,"0.063391,28/10/00"
2020-12-04 05:48:28.528851,-6.2,28.4,-0.80,4.59,21.3,971.4,1589,22.4,20.8,0.603500,95.1,96.4,"0.063381,28/10/00"
2020-12-04 05:48:38.638448,-6.8,16.6,-0.87,2.68,21.3,971.5,1223,22.4,20.8,0.603629,95.1,96.4,"0.063395,28/10/00"
2020-12-04 05:48:48.529105,-7.1,23.8,-0.91,3.84,21.2,971.4,1589,22.4,20.8,0.603507,95.1,96.4,"0.063385,28/10/00"
2020-12-04 05:48:58.638362,-7.4,11.8,-0.96,1.90,21.3,971.4,1226,22.4,20.8,0.603631,95.1,96.4,"0.063394,28/10/00"
2020-12-04 05:49:08.530647,-7.4,13.7,-0.96,2.20,21.2,971.4,1589,22.4,20.8,0.603512,95.1,96.4,"0.063383,28/10/00"
2020-12-04 05:49:18.638471,-7.1,12.0,-0.91,1.93,21.3,971.5,1223,22.3,20.8,0.603645,95.1,96.4,"0.063392,28/10/00"
2020-12-04 05:49:28.538353,-6.7,13.8,-0.87,2.22,21.2,971.5,1590,22.3,20.8,0.603514,95.1,96.4,"0.063383,28/10/00"
2020-12-04 05:49:38.639924,-6.7,13.8,-0.86,2.23,21.3,971.5,1220,22.3,20.8,0.603644,95.1,96.4,"0.063398,28/10/00"
2020-12-04 05:49:48.538622,-6.3,7.4,-0.80,1.20,21.2,971.5,1593,22.3,20.8,0.603524,95.1,96.4,"0.063382,28/10/00"
2020-12-04 05:49:58.638617,-5.8,-7.2,-0.75,-1.16,21.3,971.4,1224,22.1,20.8,0.603662,95.1,96.4,"0.063400,28/10/00"
2020-12-04 05:50:08.539144,-6.4,-20.4,-0.82,-3.29,21.2,971.4,1590,22.0,20.8,0.603541,95.1,96.4,"0.063386,28/10/00"
2020-12-04 05:50:18.658467,-6.6,-26.0,-0.85,-4.19,21.3,971.4,1227,22.1,20.8,0.603663,95.1,96.4,"0.063401,28/10/00"
2020-12-04 05:50:28.542439,-5.7,4.6,-0.74,0.74,21.2,971.4,1589,22.1,20.8,0.603548,95.1,96.4,"0.063389,28/10/00"
2020-12-04 05:50:38.658419,-5.2,5.6,-0.66,0.90,21.3,971.4,1228,22.1,20.8,0.603670,95.1,96.4,"0.063402,28/10/00"
2020-12-04 05:50:48.538156,-5.2,6.8,-0.67,1.10,21.2,971.4,1589,22.1,20.8,0.603555,95.1,96.4,"0.063392,28/10/00"
2020-12-04 05:50:58.648375,-5.1,8.8,-0.66,1.42,21.3,971.5,1226,22.2,20.8,0.603674,95.1,96.4,"0.063397,28/10/00"
2020-12-04 05:51:08.538518,-4.9,18.7,-0.62,3.01,21.2,971.5,1590,22.2,20.7,0.603540,95.1,96.4,"0.063384,28/10/00"
2020-12-04 05:51:18.638429,-4.8,6.2,-0.61,1.01,21.3,971.4,1229,22.3,20.8,0.603670,95.1,96.4,"0.063398,28/10/00"
