dateTime,ozone,temperature,pressure,voltage,sensorTime
2020-12-04 03:39:55.479275,4.2,30.0,962.3,1570,"03/12/20,20:44:24"
2020-12-04 03:40:05.475720,3.3,30.0,963.6,1586,"03/12/20,20:44:34"
2020-12-04 03:40:15.478360,9.6,30.0,962.4,1579,"03/12/20,20:44:44"
2020-12-04 03:40:25.479731,13.3,30.0,963.3,1583,"03/12/20,20:44:54"
2020-12-04 03:40:35.474867,8.4,30.0,962.2,1574,"03/12/20,20:45:04"
2020-12-04 03:40:45.478325,3.0,30.0,963.6,1578,"03/12/20,20:45:14"
2020-12-04 03:40:55.478403,0.5,30.0,962.1,1588,"03/12/20,20:45:24"
2020-12-04 03:41:05.481407,4.7,30.0,963.5,1580,"03/12/20,20:45:34"
2020-12-04 03:41:15.472900,7.1,30.0,962.3,1588,"03/12/20,20:45:44"
2020-12-04 03:41:25.471755,4.5,30.0,963.4,1569,"03/12/20,20:45:54"
2020-12-04 03:41:35.478448,4.7,30.0,962.1,1592,"03/12/20,20:46:04"
2020-12-04 03:41:45.470752,5.9,30.0,963.6,1593,"03/12/20,20:46:14"
2020-12-04 03:41:55.469702,5.2,29.9,962.2,1596,"03/12/20,20:46:24"
2020-12-04 03:42:05.471170,9.6,29.9,963.6,1580,"03/12/20,20:46:34"
2020-12-04 03:42:15.478323,9.1,29.9,962.3,1593,"03/12/20,20:46:44"
2020-12-04 03:42:25.468878,2.8,29.9,963.4,1569,"03/12/20,20:46:54"
2020-12-04 03:42:35.468437,1.8,29.9,962.1,1582,"03/12/20,20:47:04"
2020-12-04 03:42:45.468517,0.9,29.9,963.4,1598,"03/12/20,20:47:14"
2020-12-04 03:42:55.468192,3.3,30.0,962.1,1595,"03/12/20,20:47:24"
2020-12-04 03:43:05.478302,8.9,30.0,963.6,1568,"03/12/20,20:47:34"
2020-12-04 03:43:15.468431,8.1,29.8,962.3,1592,"03/12/20,20:47:44"
2020-12-04 03:43:25.467745,1.2,29.8,963.2,1597,"03/12/20,20:47:54"
2020-12-04 03:43:35.468445,1.9,29.9,962.2,1582,"03/12/20,20:48:04"
2020-12-04 03:43:45.468527,5.2,29.9,963.5,1596,"03/12/20,20:48:14"
2020-12-04 03:43:55.468483,3.8,29.9,962.1,1595,"03/12/20,20:48:24"
2020-12-04 03:44:05.462811,1.8,29.9,963.5,1586,"03/12/20,20:48:34"
2020-12-04 03:44:15.469479,-1.0,29.9,962.2,1612,"03/12/20,20:48:44"
2020-12-04 03:44:25.464588,1.0,29.9,963.2,1576,"03/12/20,20:48:54"
2020-12-04 03:44:35.460778,4.7,29.9,962.0,1569,"03/12/20,20:49:04"
2020-12-04 03:44:45.462195,3.4,29.9,963.5,1594,"03/12/20,20:49:14"
2020-12-04 03:44:55.459982,-0.5,29.9,962.4,1574,"03/12/20,20:49:24"
2020-12-04 03:45:05.468342,-0.8,29.9,963.2,1590,"03/12/20,20:49:34"
2020-12-04 03:45:15.462841,-0.2,29.9,962.2,1599,"03/12/20,20:49:44"
2020-12-04 03:45:25.468419,2.5,29.9,963.5,1570,"03/12/20,20:49:54"
2020-12-04 03:45:35.459354,6.4,29.9,962.1,1587,"03/12/20,20:50:04"
2020-12-04 03:45:45.468408,5.0,29.9,963.3,1594,"03/12/20,20:50:14"
2020-12-04 03:45:55.468422,3.1,29.9,962.2,1607,"03/12/20,20:50:24"
2020-12-04 03:46:05.458687,3.7,29.9,963.6,1581,"03/12/20,20:50:34"
2020-12-04 03:46:15.468465,4.6,29.9,962.1,1577,"03/12/20,20:50:44"
2020-12-04 03:46:25.457510,1.5,29.9,963.5,1600,"03/12/20,20:50:54"
2020-12-04 03:46:35.458479,3.3,29.9,962.2,1590,"03/12/20,20:51:04"
2020-12-04 03:46:45.455333,7.1,29.9,963.6,1587,"03/12/20,20:51:14"
2020-12-04 03:46:55.458493,3.1,29.9,962.1,1579,"03/12/20,20:51:24"
2020-12-04 03:47:05.458404,3.8,29.9,963.4,1578,"03/12/20,20:51:34"
2020-12-04 03:47:15.455827,5.7,29.9,962.1,1593,"03/12/20,20:51:44"
2020-12-04 03:47:25.453432,4.0,29.9,963.4,1591,"03/12/20,20:51:54"
2020-12-04 03:47:35.452243,4.7,29.9,962.1,1592,"03/12/20,20:52:04"
2020-12-04 03:47:45.458334,4.4,29.9,963.2,1605,"03/12/20,20:52:14"
2020-12-04 03:47:55.458338,5.4,29.9,962.1,1586,"03/12/20,20:52:24"
2020-12-04 03:48:05.458348,4.4,29.9,963.5,1576,"03/12/20,20:52:34"
2020-12-04 03:48:15.458337,0.7,29.9,962.1,1593,"03/12/20,20:52:44"
2020-12-04 03:48:25.449390,4.3,29.9,963.3,1594,"03/12/20,20:52:54"
2020-12-04 03:48:35.458294,9.1,29.9,962.2,1572,"03/12/20,20:53:04"
2020-12-04 03:48:45.459683,7.7,29.9,963.2,1597,"03/12/20,20:53:14"
2020-12-04 03:48:55.449677,8.1,29.9,962.1,1578,"03/12/20,20:53:24"
2020-12-04 03:49:05.458592,10.1,29.9,963.4,1574,"03/12/20,20:53:34"
2020-12-04 03:49:15.448406,8.5,29.9,962.2,1590,"03/12/20,20:53:44"
2020-12-04 03:49:25.446353,8.6,29.9,963.3,1582,"03/12/20,20:53:54"
2020-12-04 03:49:35.458296,11.9,29.9,962.1,1590,"03/12/20,20:54:04"
2020-12-04 03:49:45.446770,9.8,29.9,963.4,1596,"03/12/20,20:54:14"
2020-12-04 03:49:55.444334,5.5,29.9,962.2,1578,"03/12/20,20:54:24"
2020-12-04 03:50:05.445839,4.4,29.9,963.5,1586,"03/12/20,20:54:34"
2020-12-04 03:50:15.444249,5.2,29.9,962.4,1586,"03/12/20,20:54:44"
2020-12-04 03:50:25.448412,8.1,29.9,963.2,1597,"03/12/20,20:54:54"
2020-12-04 03:50:35.442431,7.5,29.9,962.3,1586,"03/12/20,20:55:04"
2020-12-04 03:50:45.446436,10.0,29.9,963.1,1628,"03/12/20,20:55:14"
2020-12-04 03:50:55.447703,13.8,29.9,962.2,1601,"03/12/20,20:55:24"
2020-12-04 03:51:05.445427,10.9,29.9,963.5,1592,"03/12/20,20:55:34"
2020-12-04 03:51:15.448299,6.0,29.9,962.3,1580,"03/12/20,20:55:44"
2020-12-04 03:51:25.448331,3.1,29.9,963.5,1565,"03/12/20,20:55:54"
2020-12-04 03:51:35.439611,4.9,29.9,962.3,1594,"03/12/20,20:56:04"
2020-12-04 03:51:45.438944,3.3,29.9,963.5,1573,"03/12/20,20:56:14"
2020-12-04 03:51:55.448301,2.7,29.7,962.2,1575,"03/12/20,20:56:24"
2020-12-04 03:52:05.448012,3.7,29.7,963.5,1580,"03/12/20,20:56:34"
2020-12-04 03:52:15.439051,4.3,29.9,962.5,1596,"03/12/20,20:56:44"
2020-12-04 03:52:25.438343,4.9,29.9,963.3,1575,"03/12/20,20:56:54"
2020-12-04 03:52:35.438406,2.3,29.8,962.4,1576,"03/12/20,20:57:04"
2020-12-04 03:52:45.438691,-0.6,29.8,963.5,1592,"03/12/20,20:57:14"
2020-12-04 03:52:55.448459,-0.6,29.9,962.2,1577,"03/12/20,20:57:24"
2020-12-04 03:53:05.438345,4.0,29.9,963.4,1587,"03/12/20,20:57:34"
2020-12-04 03:53:15.438443,4.2,29.9,962.3,1584,"03/12/20,20:57:44"
2020-12-04 03:53:25.438336,2.4,29.9,963.5,1574,"03/12/20,20:57:54"
2020-12-04 03:53:35.438349,8.9,29.9,962.3,1598,"03/12/20,20:58:04"
2020-12-04 03:53:45.432769,9.2,29.9,963.3,1600,"03/12/20,20:58:14"
2020-12-04 03:53:55.431694,3.0,29.9,962.3,1563,"03/12/20,20:58:24"
2020-12-04 03:54:05.431825,3.7,29.9,963.3,1588,"03/12/20,20:58:34"
2020-12-04 03:54:15.448302,8.7,29.9,962.2,1581,"03/12/20,20:58:44"
2020-12-04 03:54:25.434686,12.8,29.9,963.4,1577,"03/12/20,20:58:54"
2020-12-04 03:54:35.436108,13.2,29.9,962.3,1590,"03/12/20,20:59:04"
2020-12-04 03:54:45.435324,11.5,29.9,963.3,1598,"03/12/20,20:59:14"
2020-12-04 03:54:55.438343,4.3,29.9,962.4,1575,"03/12/20,20:59:24"
2020-12-04 03:55:05.428425,4.0,29.9,963.3,1602,"03/12/20,20:59:34"
2020-12-04 03:55:15.428544,5.5,29.9,962.4,1584,"03/12/20,20:59:44"
2020-12-04 03:55:25.428533,4.2,29.9,963.4,1573,"03/12/20,20:59:54"
2020-12-04 03:55:35.428333,3.9,29.9,962.2,1587,"03/12/20,21:00:04"
2020-12-04 03:55:45.428577,6.0,29.9,963.5,1577,"03/12/20,21:00:14"
2020-12-04 03:55:55.428463,7.8,29.9,962.3,1583,"03/12/20,21:00:24"
2020-12-04 03:56:05.428328,7.8,29.9,963.5,1608,"03/12/20,21:00:34"
2020-12-04 03:56:15.428459,7.3,29.9,962.3,1585,"03/12/20,21:00:44"
2020-12-04 03:56:25.423921,1.7,29.9,963.4,1557,"03/12/20,21:00:54"
2020-12-04 03:56:35.438302,5.5,29.9,962.2,1581,"03/12/20,21:01:04"
2020-12-04 03:56:45.422974,4.4,29.9,963.6,1588,"03/12/20,21:01:14"
2020-12-04 03:56:55.428897,0.4,29.9,962.2,1607,"03/12/20,21:01:24"
2020-12-04 03:57:05.422375,1.6,29.9,963.6,1577,"03/12/20,21:01:34"
2020-12-04 03:57:15.432316,-0.3,29.9,962.3,1582,"03/12/20,21:01:44"
2020-12-04 03:57:25.421215,2.8,29.9,963.5,1568,"03/12/20,21:01:54"
2020-12-04 03:57:35.420112,5.3,29.9,962.3,1589,"03/12/20,21:02:04"
2020-12-04 03:57:45.428313,4.7,29.9,963.6,1585,"03/12/20,21:02:14"
2020-12-04 03:57:55.428420,6.1,29.9,962.2,1588,"03/12/20,21:02:24"
2020-12-04 03:58:05.425446,3.8,29.9,963.7,1576,"03/12/20,21:02:34"
2020-12-04 03:58:15.418524,6.3,29.9,962.4,1587,"03/12/20,21:02:44"
2020-12-04 03:58:25.428426,6.1,29.9,963.6,1566,"03/12/20,21:02:54"
2020-12-04 03:58:35.428529,0.5,29.9,962.4,1590,"03/12/20,21:03:04"
2020-12-04 03:58:45.418787,-1.3,29.9,963.5,1584,"03/12/20,21:03:14"
2020-12-04 03:58:55.418662,-0.2,29.9,962.3,1609,"03/12/20,21:03:24"
2020-12-04 03:59:05.418506,1.3,29.9,963.6,1571,"03/12/20,21:03:34"
2020-12-04 03:59:15.418425,4.1,29.9,962.2,1569,"03/12/20,21:03:44"
2020-12-04 03:59:25.418403,5.9,29.9,963.5,1573,"03/12/20,21:03:54"
2020-12-04 03:59:35.414507,1.0,29.9,962.2,1577,"03/12/20,21:04:04"
2020-12-04 03:59:45.418459,-1.4,29.9,963.3,1589,"03/12/20,21:04:14"
2020-12-04 03:59:55.418454,5.4,29.9,962.3,1608,"03/12/20,21:04:24"
2020-12-04 04:00:05.428352,13.2,29.9,963.4,1591,"03/12/20,21:04:34"
2020-12-04 04:00:15.418797,14.1,29.9,962.3,1581,"03/12/20,21:04:44"
2020-12-04 04:00:25.428399,9.0,29.9,963.3,1577,"03/12/20,21:04:54"
2020-12-04 04:00:35.428396,3.9,29.9,962.4,1589,"03/12/20,21:05:04"
2020-12-04 04:00:45.410579,2.6,29.9,963.4,1581,"03/12/20,21:05:14"
2020-12-04 04:00:55.410738,1.1,29.9,962.2,1601,"03/12/20,21:05:24"
2020-12-04 04:01:05.418332,3.7,29.9,963.7,1587,"03/12/20,21:05:34"
2020-12-04 04:01:15.408726,7.8,29.9,962.2,1588,"03/12/20,21:05:44"
2020-12-04 04:01:25.418505,5.3,29.9,963.7,1578,"03/12/20,21:05:54"
2020-12-04 04:01:35.408590,5.9,29.9,962.3,1594,"03/12/20,21:06:04"
2020-12-04 04:01:45.433072,11.0,29.9,963.5,1589,"03/12/20,21:06:14"
2020-12-04 04:01:55.408358,8.3,29.9,962.4,1615,"03/12/20,21:06:24"
2020-12-04 04:02:05.418487,5.6,29.9,963.6,1601,"03/12/20,21:06:34"
2020-12-04 04:02:15.408775,7.5,29.9,962.3,1572,"03/12/20,21:06:44"
2020-12-04 04:02:25.408683,7.5,29.9,963.6,1561,"03/12/20,21:06:54"
2020-12-04 04:02:35.404850,6.7,29.9,962.3,1600,"03/12/20,21:07:04"
2020-12-04 04:02:45.418311,1.8,29.9,963.4,1606,"03/12/20,21:07:14"
2020-12-04 04:02:55.418326,-0.1,29.9,962.4,1611,"03/12/20,21:07:24"
2020-12-04 04:03:05.403159,7.1,29.9,963.5,1597,"03/12/20,21:07:34"
2020-12-04 04:03:15.418314,6.6,29.9,962.5,1563,"03/12/20,21:07:44"
2020-12-04 04:03:25.401865,6.1,29.9,963.4,1585,"03/12/20,21:07:54"
2020-12-04 04:03:35.408477,9.3,29.9,962.3,1591,"03/12/20,21:08:04"
2020-12-04 04:03:45.400977,5.9,29.9,963.6,1569,"03/12/20,21:08:14"
2020-12-04 04:03:55.418679,4.5,29.8,962.3,1595,"03/12/20,21:08:24"
2020-12-04 04:04:05.408536,7.9,29.8,963.5,1580,"03/12/20,21:08:34"
2020-12-04 04:04:15.398956,9.0,29.8,962.3,1568,"03/12/20,21:08:44"
2020-12-04 04:04:25.410103,7.6,29.8,963.6,1578,"03/12/20,21:08:54"
2020-12-04 04:04:35.399742,7.1,29.9,962.3,1585,"03/12/20,21:09:04"
2020-12-04 04:04:45.408339,5.8,29.9,963.6,1575,"03/12/20,21:09:14"
2020-12-04 04:04:55.408319,5.7,29.9,962.3,1612,"03/12/20,21:09:24"
2020-12-04 04:05:05.398595,6.4,29.9,963.7,1579,"03/12/20,21:09:34"
2020-12-04 04:05:15.397483,6.6,29.8,962.2,1571,"03/12/20,21:09:44"
2020-12-04 04:05:25.396172,5.0,29.8,963.5,1561,"03/12/20,21:09:54"
2020-12-04 04:05:35.395335,3.4,29.8,962.3,1598,"03/12/20,21:10:04"
2020-12-04 04:05:45.408570,5.3,29.8,963.3,1583,"03/12/20,21:10:14"
2020-12-04 04:05:55.394124,3.9,29.8,962.3,1582,"03/12/20,21:10:24"
2020-12-04 04:06:05.394241,1.7,29.8,963.5,1578,"03/12/20,21:10:34"
2020-12-04 04:06:15.398329,5.7,29.8,962.5,1564,"03/12/20,21:10:44"
2020-12-04 04:06:25.398548,10.8,29.8,963.4,1589,"03/12/20,21:10:54"
2020-12-04 04:06:35.408341,9.2,29.8,962.4,1591,"03/12/20,21:11:04"
2020-12-04 04:06:45.391443,5.2,29.8,963.3,1593,"03/12/20,21:11:14"
2020-12-04 04:06:55.408439,7.2,29.8,962.4,1577,"03/12/20,21:11:24"
2020-12-04 04:07:05.391425,7.3,29.8,963.7,1580,"03/12/20,21:11:34"
2020-12-04 04:07:15.390333,1.2,29.8,962.3,1579,"03/12/20,21:11:44"
2020-12-04 04:07:25.391733,-0.9,29.8,963.6,1575,"03/12/20,21:11:54"
2020-12-04 04:07:35.398574,1.2,29.9,962.3,1584,"03/12/20,21:12:04"
2020-12-04 04:07:45.398545,4.6,29.9,963.3,1592,"03/12/20,21:12:14"
2020-12-04 04:07:55.408560,4.7,29.8,962.3,1605,"03/12/20,21:12:24"
2020-12-04 04:08:05.388527,0.9,29.8,963.6,1594,"03/12/20,21:12:34"
2020-12-04 04:08:15.388731,-1.8,29.8,962.3,1580,"03/12/20,21:12:44"
2020-12-04 04:08:25.398487,-0.1,29.8,963.5,1575,"03/12/20,21:12:54"
2020-12-04 04:08:35.388434,3.1,29.8,962.3,1581,"03/12/20,21:13:04"
2020-12-04 04:08:45.385674,8.1,29.8,963.2,1580,"03/12/20,21:13:14"
2020-12-04 04:08:55.389682,10.9,29.8,962.3,1604,"03/12/20,21:13:24"
2020-12-04 04:09:05.408482,6.2,29.8,963.5,1589,"03/12/20,21:13:34"
2020-12-04 04:09:15.388431,1.7,29.8,962.2,1562,"03/12/20,21:13:44"
2020-12-04 04:09:25.388420,5.3,29.8,963.5,1587,"03/12/20,21:13:54"
2020-12-04 04:09:35.388429,6.3,29.8,962.2,1603,"03/12/20,21:14:04"
2020-12-04 04:09:45.388348,4.2,29.8,963.3,1555,"03/12/20,21:14:14"
2020-12-04 04:09:55.388356,8.5,29.8,962.3,1613,"03/12/20,21:14:24"
2020-12-04 04:10:05.388502,8.0,29.8,963.6,1590,"03/12/20,21:14:34"
2020-12-04 04:10:15.388449,8.7,29.8,962.3,1571,"03/12/20,21:14:44"
2020-12-04 04:10:25.385675,13.4,29.8,963.5,1575,"03/12/20,21:14:54"
2020-12-04 04:10:35.384702,16.0,29.8,962.2,1585,"03/12/20,21:15:04"
2020-12-04 04:10:45.383699,14.7,29.8,963.5,1579,"03/12/20,21:15:14"
2020-12-04 04:10:55.388323,6.2,29.8,962.5,1614,"03/12/20,21:15:24"
2020-12-04 04:11:05.378916,2.8,29.8,963.6,1574,"03/12/20,21:15:34"
2020-12-04 04:11:15.378305,8.5,29.8,962.3,1592,"03/12/20,21:15:44"
2020-12-04 04:11:25.388351,11.7,29.8,963.3,1579,"03/12/20,21:15:54"
2020-12-04 04:11:35.379837,7.2,29.8,962.1,1589,"03/12/20,21:16:04"
2020-12-04 04:11:45.378543,-1.0,29.8,963.3,1599,"03/12/20,21:16:14"
2020-12-04 04:11:55.388451,1.1,29.8,962.2,1584,"03/12/20,21:16:24"
2020-12-04 04:12:05.374831,3.5,29.8,963.5,1573,"03/12/20,21:16:34"
2020-12-04 04:12:15.377383,4.0,29.8,962.6,1590,"03/12/20,21:16:44"
2020-12-04 04:12:25.378374,7.2,29.8,963.5,1601,"03/12/20,21:16:54"
2020-12-04 04:12:35.373986,9.3,29.8,962.2,1595,"03/12/20,21:17:04"
2020-12-04 04:12:45.378425,5.3,29.8,963.7,1576,"03/12/20,21:17:14"
2020-12-04 04:12:55.388336,2.8,29.8,962.1,1610,"03/12/20,21:17:24"
2020-12-04 04:13:05.371968,3.5,29.8,963.3,1588,"03/12/20,21:17:34"
2020-12-04 04:13:15.388480,5.2,29.8,962.3,1591,"03/12/20,21:17:44"
2020-12-04 04:13:25.388692,6.5,29.8,963.6,1575,"03/12/20,21:17:54"
2020-12-04 04:13:35.378312,6.2,29.8,962.3,1575,"03/12/20,21:18:04"
2020-12-04 04:13:45.388370,9.6,29.8,963.7,1572,"03/12/20,21:18:14"
2020-12-04 04:13:55.373971,11.9,29.8,962.3,1580,"03/12/20,21:18:24"
2020-12-04 04:14:05.369176,9.5,29.8,963.5,1567,"03/12/20,21:18:34"
2020-12-04 04:14:15.368376,7.0,29.8,962.4,1585,"03/12/20,21:18:44"
2020-12-04 04:14:25.378272,8.0,29.8,963.6,1573,"03/12/20,21:18:54"
2020-12-04 04:14:35.368331,5.2,29.8,962.4,1556,"03/12/20,21:19:04"
2020-12-04 04:14:45.368459,8.7,29.8,963.4,1592,"03/12/20,21:19:14"
2020-12-04 04:14:55.371143,12.4,29.8,962.2,1600,"03/12/20,21:19:24"
2020-12-04 04:15:05.368629,6.7,29.8,963.6,1567,"03/12/20,21:19:34"
2020-12-04 04:15:15.368490,1.9,29.8,962.5,1605,"03/12/20,21:19:44"
2020-12-04 04:15:25.364048,5.3,29.8,963.7,1596,"03/12/20,21:19:54"
2020-12-04 04:15:35.378550,10.3,29.8,962.3,1585,"03/12/20,21:20:04"
2020-12-04 04:15:45.363119,8.6,29.8,963.5,1586,"03/12/20,21:20:14"
2020-12-04 04:15:55.368461,4.6,29.8,962.3,1600,"03/12/20,21:20:24"
2020-12-04 04:16:05.368603,4.6,29.8,963.4,1574,"03/12/20,21:20:34"
2020-12-04 04:16:15.371515,5.5,29.8,962.3,1581,"03/12/20,21:20:44"
2020-12-04 04:16:25.378794,7.5,29.8,963.4,1596,"03/12/20,21:20:54"
2020-12-04 04:16:35.368398,6.4,29.8,962.5,1588,"03/12/20,21:21:04"
2020-12-04 04:16:45.361546,-0.3,29.8,963.4,1587,"03/12/20,21:21:14"
2020-12-04 04:16:55.368424,1.0,29.8,962.4,1591,"03/12/20,21:21:24"
2020-12-04 04:17:05.359312,9.3,29.8,963.6,1605,"03/12/20,21:21:34"
2020-12-04 04:17:15.368301,9.3,29.8,962.4,1584,"03/12/20,21:21:44"
2020-12-04 04:17:25.368657,2.4,29.8,963.5,1601,"03/12/20,21:21:54"
2020-12-04 04:17:35.368465,-1.3,29.8,962.4,1582,"03/12/20,21:22:04"
2020-12-04 04:17:45.358498,3.0,29.8,963.6,1577,"03/12/20,21:22:14"
2020-12-04 04:17:55.357552,3.1,29.8,962.3,1591,"03/12/20,21:22:24"
2020-12-04 04:18:05.358353,4.2,29.8,963.6,1586,"03/12/20,21:22:34"
2020-12-04 04:18:15.358436,4.9,29.8,962.3,1565,"03/12/20,21:22:44"
2020-12-04 04:18:25.358450,3.0,29.8,963.4,1578,"03/12/20,21:22:54"
2020-12-04 04:18:35.358433,4.8,29.8,962.4,1601,"03/12/20,21:23:04"
2020-12-04 04:18:45.357476,5.6,29.8,963.5,1583,"03/12/20,21:23:14"
2020-12-04 04:18:55.358344,1.6,29.8,962.5,1603,"03/12/20,21:23:24"
2020-12-04 04:19:05.358335,1.7,29.8,963.5,1605,"03/12/20,21:23:34"
2020-12-04 04:19:15.352551,7.0,29.8,962.3,1564,"03/12/20,21:23:44"
2020-12-04 04:19:25.358353,5.9,29.8,963.5,1565,"03/12/20,21:23:54"
2020-12-04 04:19:35.351592,5.0,29.8,962.4,1594,"03/12/20,21:24:04"
2020-12-04 04:19:45.350520,5.6,29.8,963.4,1584,"03/12/20,21:24:14"
2020-12-04 04:19:55.350625,6.1,29.8,962.6,1568,"03/12/20,21:24:24"
2020-12-04 04:20:05.349560,2.7,29.8,963.7,1602,"03/12/20,21:24:34"
2020-12-04 04:20:15.349693,0.1,29.8,962.5,1582,"03/12/20,21:24:44"
2020-12-04 04:20:25.348603,5.4,29.8,963.7,1583,"03/12/20,21:24:54"
2020-12-04 04:20:35.358334,8.6,29.8,962.4,1590,"03/12/20,21:25:04"
2020-12-04 04:20:45.348319,9.8,29.8,963.5,1579,"03/12/20,21:25:14"
2020-12-04 04:20:55.347894,9.6,29.8,962.5,1580,"03/12/20,21:25:24"
2020-12-04 04:21:05.358659,5.1,29.8,963.8,1573,"03/12/20,21:25:34"
2020-12-04 04:21:15.348587,4.8,29.8,962.5,1584,"03/12/20,21:25:44"
2020-12-04 04:21:25.348496,4.7,29.8,963.5,1583,"03/12/20,21:25:54"
2020-12-04 04:21:35.344648,1.4,29.8,962.3,1585,"03/12/20,21:26:04"
2020-12-04 04:21:45.344788,1.6,29.8,963.5,1606,"03/12/20,21:26:14"
2020-12-04 04:21:55.358425,6.4,29.8,962.6,1577,"03/12/20,21:26:24"
2020-12-04 04:22:05.348435,6.2,29.8,963.5,1592,"03/12/20,21:26:34"
2020-12-04 04:22:15.348432,7.9,29.8,962.6,1585,"03/12/20,21:26:44"
2020-12-04 04:22:25.348407,12.0,29.8,963.4,1593,"03/12/20,21:26:54"
2020-12-04 04:22:35.342630,9.3,29.8,962.4,1596,"03/12/20,21:27:04"
2020-12-04 04:22:45.341939,3.7,29.8,963.5,1595,"03/12/20,21:27:14"
2020-12-04 04:22:55.342097,-1.1,29.8,962.4,1582,"03/12/20,21:27:24"
2020-12-04 04:23:05.341017,5.7,29.8,963.6,1587,"03/12/20,21:27:34"
2020-12-04 04:23:15.358392,12.0,29.8,962.6,1589,"03/12/20,21:27:44"
2020-12-04 04:23:25.358702,15.2,29.8,963.8,1571,"03/12/20,21:27:54"
2020-12-04 04:23:35.368636,12.4,29.8,962.5,1598,"03/12/20,21:28:04"
2020-12-04 04:23:45.339823,6.0,29.8,963.7,1615,"03/12/20,21:28:14"
2020-12-04 04:23:55.338000,7.6,29.8,962.5,1602,"03/12/20,21:28:24"
2020-12-04 04:24:05.348324,7.0,29.8,963.7,1600,"03/12/20,21:28:34"
2020-12-04 04:24:15.338486,3.9,29.8,962.5,1596,"03/12/20,21:28:44"
2020-12-04 04:24:25.338339,2.0,29.8,963.5,1585,"03/12/20,21:28:54"
2020-12-04 04:24:35.338438,9.0,29.8,962.6,1560,"03/12/20,21:29:04"
2020-12-04 04:24:45.348323,13.2,29.8,963.6,1595,"03/12/20,21:29:14"
2020-12-04 04:24:55.340160,10.6,29.8,962.5,1593,"03/12/20,21:29:24"
2020-12-04 04:25:05.330362,8.1,29.8,963.4,1587,"03/12/20,21:29:34"
2020-12-04 04:25:15.334211,4.0,29.8,962.4,1590,"03/12/20,21:29:44"
2020-12-04 04:25:25.338410,2.0,29.8,963.8,1585,"03/12/20,21:29:54"
2020-12-04 04:25:35.338348,3.0,29.8,962.4,1583,"03/12/20,21:30:04"
2020-12-04 04:25:45.332168,6.4,29.8,963.7,1598,"03/12/20,21:30:14"
2020-12-04 04:25:55.333164,7.0,29.8,962.4,1601,"03/12/20,21:30:24"
2020-12-04 04:26:05.338460,6.5,29.8,963.8,1576,"03/12/20,21:30:34"
2020-12-04 04:26:15.338364,5.8,29.8,962.5,1595,"03/12/20,21:30:44"
2020-12-04 04:26:25.338376,2.6,29.8,963.9,1591,"03/12/20,21:30:54"
2020-12-04 04:26:35.338368,3.6,29.8,962.4,1583,"03/12/20,21:31:04"
2020-12-04 04:26:45.329326,5.3,29.8,963.6,1604,"03/12/20,21:31:14"
2020-12-04 04:26:55.328561,5.1,29.7,962.5,1586,"03/12/20,21:31:24"
2020-12-04 04:27:05.328605,3.1,29.7,963.6,1571,"03/12/20,21:31:34"
2020-12-04 04:27:15.328458,5.6,29.7,962.4,1578,"03/12/20,21:31:44"
2020-12-04 04:27:25.337954,11.0,29.7,963.6,1588,"03/12/20,21:31:54"
2020-12-04 04:27:35.338443,11.6,29.8,962.4,1582,"03/12/20,21:32:04"
2020-12-04 04:27:45.338328,11.7,29.8,963.6,1580,"03/12/20,21:32:14"
2020-12-04 04:27:55.328357,9.5,29.7,962.7,1590,"03/12/20,21:32:24"
2020-12-04 04:28:05.329297,14.1,29.7,963.6,1600,"03/12/20,21:32:34"
2020-12-04 04:28:15.324577,8.0,29.7,962.4,1588,"03/12/20,21:32:44"
2020-12-04 04:28:25.336447,-0.5,29.7,963.6,1588,"03/12/20,21:32:54"
2020-12-04 04:28:35.328434,1.7,29.8,962.4,1588,"03/12/20,21:33:04"
2020-12-04 04:28:45.328419,4.3,29.8,963.8,1601,"03/12/20,21:33:14"
2020-12-04 04:28:55.328531,3.2,29.8,962.4,1570,"03/12/20,21:33:24"
2020-12-04 04:29:05.321428,1.9,29.8,963.8,1580,"03/12/20,21:33:34"
2020-12-04 04:29:15.328352,0.9,29.7,962.4,1595,"03/12/20,21:33:44"
2020-12-04 04:29:25.320513,5.5,29.7,963.5,1589,"03/12/20,21:33:54"
2020-12-04 04:29:35.328455,10.1,29.7,962.5,1594,"03/12/20,21:34:04"
2020-12-04 04:29:45.328346,8.3,29.7,963.6,1586,"03/12/20,21:34:14"
2020-12-04 04:29:55.328372,7.3,29.7,962.4,1565,"03/12/20,21:34:24"
2020-12-04 04:30:05.318644,7.1,29.7,963.7,1593,"03/12/20,21:34:34"
2020-12-04 04:30:15.334512,7.1,29.7,962.4,1588,"03/12/20,21:34:44"
2020-12-04 04:30:25.318533,4.5,29.7,963.4,1579,"03/12/20,21:34:54"
2020-12-04 04:30:35.318558,8.3,29.7,962.6,1592,"03/12/20,21:35:04"
2020-12-04 04:30:45.328305,12.0,29.7,964.0,1586,"03/12/20,21:35:14"
2020-12-04 04:30:55.320713,15.0,29.7,962.4,1576,"03/12/20,21:35:24"
2020-12-04 04:31:05.318455,8.1,29.7,963.6,1564,"03/12/20,21:35:34"
2020-12-04 04:31:15.318464,2.0,29.7,962.6,1586,"03/12/20,21:35:44"
2020-12-04 04:31:25.328366,5.9,29.7,963.4,1588,"03/12/20,21:35:54"
